ph_value,do_value,temp_value,salinity_value
9.4,9.59,29.8,650.9
7.9,9.39,29.5,1284.4
6.6,9.38,29.4,1274.5
5.0,9.38,29.4,1304.4
5.8,9.38,29.5,1299.4
4.4,9.37,29.5,1345.3
6.6,9.39,29.5,1279.4
5.3,9.37,29.5,1345.3
6.3,9.39,29.5,1279.4
7.8,9.39,29.5,1284.4
4.9,9.37,29.5,1345.3
7.7,9.8,30.7,212.2
4.5,9.37,29.5,1345.3
6.3,9.39,29.5,1274.5
6.2,9.38,29.4,1274.5
4.0,9.37,29.5,1345.3
4.4,9.36,29.4,1345.3
10.6,9.39,29.6,1294.3
4.8,9.36,29.5,1371.4
5.9,9.38,29.4,1304.4
5.4,9.37,29.5,1350.5
6.0,9.39,29.5,1279.4
6.3,9.38,29.4,1279.4
5.0,9.37,29.4,1319.6
8.9,9.39,29.6,1294.3
5.9,9.38,29.4,1274.5
5.9,9.38,29.5,1299.4
5.3,9.37,29.5,1340.1
7.8,9.38,29.4,1274.5
4.2,9.36,29.4,1345.3
6.0,9.38,29.4,1279.4
5.9,9.38,29.5,1299.4
7.5,9.8,30.8,210.5
7.7,9.8,30.7,212.2
4.3,9.37,29.5,1345.3
4.5,9.37,29.4,1319.6
6.1,9.38,29.4,1274.5
3.2,9.39,29.6,1299.4
6.2,9.38,29.5,1294.3
4.7,9.37,29.5,1329.8
7.9,9.39,29.5,1284.4
4.5,9.37,29.5,1340.1
4.8,9.37,29.5,1345.3
8.3,9.38,29.4,1284.4
5.0,9.37,29.4,1314.5
6.3,9.38,29.4,1284.4
5.3,9.37,29.5,1340.1
7.1,9.8,30.7,212.2
4.4,9.37,29.5,1335.0
5.0,9.38,29.4,1299.4
4.4,9.37,29.5,1345.3
5.0,9.38,29.5,1309.4
6.1,9.39,29.5,1274.5
4.6,9.37,29.4,1335.0
4.2,9.37,29.6,1350.5
10.7,9.39,29.6,1299.4
6.3,9.38,29.4,1279.4
4.3,9.37,29.5,1345.3
6.2,9.38,29.4,1289.3
6.2,9.38,29.4,1284.4
5.6,9.36,29.4,1345.3
6.0,9.38,29.4,1279.4
4.8,9.36,29.5,1355.7
6.3,9.39,29.5,1279.4
3.8,9.38,29.5,1299.4
9.5,9.59,29.8,640.3
6.2,9.38,29.4,1294.3
4.3,9.37,29.5,1345.3
5.7,9.38,29.5,1314.5
4.4,9.37,29.5,1345.3
7.1,9.38,29.4,1274.5
4.4,9.37,29.5,1345.3
8.0,9.39,29.5,1274.5
4.9,9.38,29.5,1309.4
4.6,9.36,29.4,1345.3
4.3,9.37,29.5,1345.3
6.2,9.38,29.4,1274.5
6.8,9.38,29.4,1279.4
4.4,9.37,29.5,1345.3
5.6,9.38,29.5,1314.5
4.5,9.37,29.5,1340.1
4.4,9.37,29.4,1335.0
4.7,9.37,29.5,1345.3
9.6,9.6,29.8,614.5
5.1,9.37,29.4,1329.8
5.9,9.38,29.4,1299.4
4.5,9.37,29.5,1340.1
6.8,9.38,29.4,1279.4
7.1,9.38,29.4,1279.4
5.2,9.37,29.5,1340.1
6.6,9.39,29.5,1274.5
4.6,9.37,29.5,1350.5
3.8,9.37,29.6,1355.7
9.7,9.58,29.7,650.9
4.9,9.36,29.5,1371.4
5.2,9.37,29.5,1345.3
5.0,9.37,29.4,1324.7
5.0,9.37,29.4,1324.7
6.6,9.38,29.4,1274.5
4.8,9.37,29.5,1345.3
4.7,9.36,29.5,1371.4
5.9,9.38,29.4,1279.4
3.8,9.37,29.5,1350.5
6.3,9.39,29.5,1284.4
4.8,9.37,29.4,1319.6
9.3,9.38,29.5,1294.3
4.3,9.37,29.5,1345.3
9.6,9.61,29.8,572.7
5.1,9.37,29.5,1345.3
4.3,9.37,29.5,1345.3
5.9,9.38,29.5,1299.4
5.8,9.38,29.5,1314.5
